name,url,remote_testing,adaptive,duration,test_types,description,downloads
VLSI and Embedded Systems (New),https://www.shl.com/solutions/products/product-catalog/view/vlsi-and-embedded-systems-new/,Yes,No,9 minutes,Knowledge & Skills,Multi-choice test that measures the knowledge of VLSI and embedded systems basics.,Product Fact Sheet: https://service.shl.com/docs/VLSI and Embedded Systems (New).pdf
What Is The Value - US,https://www.shl.com/solutions/products/product-catalog/view/what-is-the-value-us/,Yes,Yes,5 minutes,Knowledge & Skills,The What is the Value –US test measures money handling ability. This test is designed for entry-level positions where handling money is required on a regular basis.,Product Fact Sheet: https://service.shl.com/docs/Fact Sheet_What is the Value - US.pdf
Workplace Administration Skills (New),https://www.shl.com/solutions/products/product-catalog/view/workplace-administration-skills-new/,Yes,No,12 minutes,Knowledge & Skills,"Multi-choice test that measures the ability to organize one's workplace, properly maintain data, perform simple tasks on the computer and resolve administrative issues.",Product Fact Sheet: https://service.shl.com/docs/Workplace Administration Skills (New).pdf
Workplace Health and Safety (New),https://www.shl.com/solutions/products/product-catalog/view/workplace-health-and-safety-new/,Yes,No,9 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of first aid, emergency safety measures, cleanliness and personal hygiene.",Product Fact Sheet: https://service.shl.com/docs/Workplace Health and Safety (New).pdf | Sample Report: https://service.shl.com/docs/Workplace Health and Safety (New) Sample Candidate.pdf
WriteX - Email Writing (Customer Service) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-customer-service-new/,Yes,No,15 minutes,Simulations,"Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",Product Flyer: https://service.shl.com/docs/Language Assessment Flyer.pdf | Sample Report: https://service.shl.com/docs/WriteX - Email Writing (CustomerService) Sample Report.pdf | Product fact sheet: https://service.shl.com/docs/WriteX - Email Writing (Customer Service).pdf
WriteX - Email Writing (Managerial) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-managerial-new/,Yes,No,15 minutes,Simulations,"Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",Product Flyer: https://service.shl.com/docs/Language Assessment Flyer.pdf | Product Fact Sheet: https://service.shl.com/docs/WriteX - Email Writing (Managerial).pdf | Sample Report: https://service.shl.com/docs/WriteX - Email Writing (Managerial) Sample Report.pdf
WriteX - Email Writing (Sales) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-sales-new/,Yes,No,15 minutes,"Biodata & Situational Judgement, Simulations","Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",Product Flyer: https://service.shl.com/docs/Language Assessment Flyer.pdf | Product fact sheet: https://service.shl.com/docs/WriteX - Email Writing (Sales).pdf | Sample Report: https://service.shl.com/docs/WriteX - Email Writing (Sales) Sample Report.pdf
Written English v1,https://www.shl.com/solutions/products/product-catalog/view/written-english-v1/,Yes,Yes,30 minutes,Knowledge & Skills,"The Written English test measures knowledge of US English grammar and English reading comprehension. It is designed for those with English as a second language and covers the following topics: Articles, Comparisons, Conjunctions, General Questions, Misused Words, Nouns, Parallel Structure, Prepositions, Pronouns, Specific Questions, and Verbs.",Product Fact Sheet: https://service.shl.com/docs/Fact_Sheet-Written_English_US.pdf
Written Spanish,https://www.shl.com/solutions/products/product-catalog/view/written-spanish/,Yes,Yes,22 minutes,Knowledge & Skills,"This test measures knowledge of Spanish grammar and Spanish reading comprehension skills. Designed primarily for individuals where Spanish is their second language, this test covers the following topics: Adjectives, Adverbs, Conjunctions, Nouns, Prepositions, Pronouns, Verbs, and Reading Comprehension.",
Zabbix (New),https://www.shl.com/solutions/products/product-catalog/view/zabbix-new/,Yes,No,9 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of Zabbix architecture, data handling, monitoring and administration.",Product Fact Sheet: https://service.shl.com/docs/Zabbix (New).pdf
360 Digital Report,https://www.shl.com/solutions/products/product-catalog/view/360-digital-report/,Yes,No,,Development & 360,"Introducing the new 360 Digital Report from SHL! Our latest offering revolutionizes the reporting experience for our 360 products, catering to the modern user's needs for enhanced usability and actionable insights. With a sleek, interactive interface, this report provides a exploration of feedback data, focusing on user development and comprehensive evaluation. Users can now enjoy a visually engaging experience, with the capability to download the report in PDF format for offline access. Upgrade your reporting experience today with SHL's innovative 360 Digital Report!",Sample Report (Participant): https://service.shl.com/docs/SHL 360 Participant Digital Report.pdf | Sample Report (Manager): https://service.shl.com/docs/SHL 360 Manager Digital Report.pdf | Participant Sample Report with OPQ: https://service.shl.com/docs/SHL 360 Participant Digital Report with OPQ.pdf | Participant Sample Report with OPQ (High): https://service.shl.com/docs/SHL 360 Participant Digital Report Enterprise Leadership with OPQ High.pdf | Participant Sample Report with OPQ (Low): https://service.shl.com/docs/SHL 360 Participant Digital Report Enterprise Leadership with OPQ Low.pdf
360° Multi-Rater Feedback System (MFS),https://www.shl.com/solutions/products/product-catalog/view/360-multi-rater-feedback-system-mfs/,Yes,No,,"Development & 360, Personality & Behavior","SHL 360, or the Multi-Rater Feedback System (‘MFS’), provides a holistic 360-degree view of an employee by gathering feedback from the employee’s manager, peers, direct reports, and/or other raters.  By offering a wide range of perspectives, 360 feedback gives employees a more thorough understanding of not only their strengths, weaknesses, and development opportunities, but also their impact on others.  360-degree multi-rater assessments are based on SHL’s Universal Competency Framework (“UCF”), using our proven library of research-driven competencies to provide opportunities for managers, peers, and direct reports to supply useful developmental feedback that they may not otherwise share.  SHL can also offer support and training throughout the entire process, from defining objectives through interpreting and delivering the feedback.  360 feedback serves all levels and industries and is a positive and powerful addition to your performance management system.",Product Fact Sheet: https://service.shl.com/docs/Fact Sheet 360 MFS.pdf | Product Fact Sheet: https://service.shl.com/docs/Fact Sheet 360 MFS Simplified Chinese.pdf | Product Fact Sheet: https://service.shl.com/docs/Fact Sheet 360 MFS - Danish.pdf | Product Fact Sheet: https://service.shl.com/docs/Fact Sheet 360 MFS - Dutch.pdf | Product Fact Sheet: https://service.shl.com/docs/Fact Sheet 360 MFS - Finnish.pdf | Product Fact Sheet: https://service.shl.com/docs/Fact Sheet 360 MFS - French.pdf | Product Fact Sheet: https://service.shl.com/docs/Fact Sheet 360 MFS - German.pdf | Product Fact Sheet: https://service.shl.com/docs/Fact Sheet 360 MFS - Italian.pdf | Product Fact Sheet: https://service.shl.com/docs/Fact Sheet 360 MFS - Norwegian.pdf | Product Fact Sheet: https://service.shl.com/docs/Fact Sheet 360 MFS - Swedish.pdf
Adobe Experience Manager (New),https://www.shl.com/solutions/products/product-catalog/view/adobe-experience-manager-new/,Yes,No,17 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of AEM components, templates, workflows, AEM collections, OSGi services and troubleshooting of AEM projects.",Product Fact Sheet: https://service.shl.com/docs/Adobe Experience Manager (New).pdf
Adobe Photoshop CC,https://www.shl.com/solutions/products/product-catalog/view/adobe-photoshop-cc/,Yes,Yes,20 minutes,Knowledge & Skills,"The Adobe Photoshop CC test measures knowledge of Adobe Photoshop CC. Designed for experienced users, this test covers the following topics: 3D, Color, File Management, Interface, Layers, Painting and Drawing, Retouch and Enhancements, Selection, Text, and Web.",Product Fact Sheet: https://service.shl.com/docs/Fact_Sheet-adobe_photoshop_cc.pdf
Aeronautical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/aeronautical-engineering-new/,Yes,No,10 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of flight mechanics, space dynamics, aerodynamics, structures and propulsion.",Product Fact Sheet: https://service.shl.com/docs/Aeronautical Engineering (New).pdf | Sample Report: https://service.shl.com/docs/SHL Aeronautical Engineering (New) Sample Report.pdf
Aerospace Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/aerospace-engineering-new/,Yes,No,10 minutes,Knowledge & Skills,"Multi-choice test that measures the conceptual knowledge of aerodynamics, aircraft systems and instrumentation, flight dynamics, space dynamics and avionics.",Product Fact Sheet: https://service.shl.com/docs/Aerospace Engineering (New).pdf | Sample Report: https://service.shl.com/docs/SHL Aerospace Engineering (New) Sample Report.pdf
